CODICESCUOLA,CODICEEDIFICIO,SPAZIDIDATTICI,AULAMAGNA,MENSA,PALESTRAPISCINA,SPAZIAMMINISTRATIVI
RMMM8E701R,580911330,True,True,False,True,True
RMMM8E701R,580910965,True,True,False,True,True
RMMM8E801L,580911328,True,True,False,True,True
RMMM8E901C,580911999,True,True,True,True,False
RMMM8EA01T,580911094,True,False,False,False,True
RMMM8EB01N,580910915,True,False,False,True,True
RMMM8EC01D,580910784,True,True,False,False,True
RMMM8ED019,580911012,True,True,False,True,True
RMMM8EE015,580911055,True,True,False,True,True
RMMM8EF011,580910318,True,False,True,True,True
RMMM8EG01R,580911122,True,False,True,True,True
RMMM8EG01R,580911321,True,True,False,True,True
RMMM8EH01L,580911336,True,True,False,True,True
RMMM8EJ01T,580910498,True,True,False,True,True
RMMM8EK01N,580911033,True,True,True,True,True
RMMM8EL01D,580911145,True,True,True,True,True
RMMM8EM019,580911236,True,True,True,True,True
RMMM8EM019,580911078,True,True,False,True,True
RMMM8EN015,580911059,True,False,True,True,True
RMMM8EP01R,580911035,True,True,False,True,True
RMMM8EQ01L,580913127,True,True,True,True,True
RMMM8ER01C,580911098,True,True,True,True,True
RMMM8ES01N,580912006,True,True,True,True,False
RMMM8ET01D,580913418,True,False,False,True,True
RMMM8ET01D,580911267,True,True,False,True,True
RMMM8ET01D,580911053,True,False,False,False,True
RMMM8EU019,580911107,True,True,False,True,True
RMMM8EV015,580911054,True,True,False,True,True
RMMM8EX01R,580910916,True,True,True,True,True
RMMM8EY01L,580913927,True,True,False,True,True
RMMM8EZ01C,580911079,True,True,True,True,True
RMMM8F001L,580910551,True,False,False,True,True
RMMM8F101C,580914896,True,False,False,False,False
RMMM8F2018,580910599,True,True,True,True,False
RMMM8F2018,580913915,True,True,False,True,True
RMMM8F401X,580910973,True,False,False,False,True
RMMM8F601G,581040260,True,False,True,False,True
RMMM8F701B,581111310,True,True,False,True,True
RMMM8F8017,581113790,True,True,False,True,True
RMMM8F9013,581111311,True,False,False,True,True
RMMM8FA01C,580910638,True,True,False,True,True
RMMM8FA01C,580911856,True,False,False,True,False
RMMM8FB018,580911026,True,True,False,True,True
RMMM8FB018,580911796,False,False,False,True,False
RMMM8FC014,580910969,True,True,False,True,True
RMMM8FD01X,580911032,True,False,False,True,True
RMMM8FE01Q,580911132,True,True,False,True,True
RMMM8FF01G,580911016,True,False,False,False,True
RMMM8FF01G,580916877,True,False,False,False,False
RMMM8FG01B,580911524,True,True,False,True,True
RMMM8FH017,580911036,True,False,False,True,True
RMMM8FK018,580911778,True,False,False,False,False
RMMM8FK018,580910962,True,False,False,True,True
RMMM8FL014,580911652,True,False,False,True,True
RMMM8FL014,580911102,True,False,False,False,True
RMMM8FM01X,580911045,True,False,False,True,True
RMMM8FM01X,580910942,True,False,False,True,True
RMMM8FN01Q,580913875,True,True,False,True,True
RMMM8FP01B,580911139,True,False,False,True,True
RMMM8FQ017,580911038,True,True,False,True,True
RMMM8FR013,580910584,True,False,False,True,False
RMMM8FS018,580910982,True,False,False,True,True
RMMM8FS018,580911461,False,False,False,True,False
RMMM8FS018,580910976,True,False,False,True,True
RMMM8FS018,580911462,False,True,True,False,False
RMMM8FT014,580910933,True,False,False,False,True
RMMM8FT014,580911643,True,False,False,True,True
RMMM8FU01X,580911124,True,False,False,False,True
RMMM8FV01Q,580911114,True,False,False,False,True
RMMM8FW01G,580911128,True,True,False,True,True
RMMM8FY017,580911030,True,True,False,False,True
RMMM8FZ013,580910552,True,False,False,True,True
RMMM8G0017,581041366,True,True,False,True,True
RMMM8G1013,580910978,True,True,False,True,True
RMMM8G201V,580911106,True,False,False,True,True
RMMM8G201V,580911632,True,False,False,True,False
RMMM8G201V,580911634,True,False,False,False,False
RMMM8G301P,580911075,True,False,False,True,True
RMMM8G401E,580471051,True,False,False,True,True
RMMM8G402G,580981635,False,False,False,True,False
RMMM8G402G,580981637,True,False,False,False,False
RMMM8G501A,580911120,True,True,False,True,True
RMMM8G6016,580911083,True,False,False,True,False
RMMM8G6016,580910401,True,False,False,True,True
RMMM8G7012,580794002,True,False,False,True,False
RMMM8GA013,580911323,True,False,False,False,False
RMMM8GB01V,580031156,True,False,False,False,False
RMMM8GB01V,580031155,True,True,True,True,True
RMMM8GB01V,580031157,True,False,False,False,True
RMMM8GC01P,580911339,True,False,False,True,True
RMMM8GD01E,580910945,True,True,False,False,True
RMMM8GE01A,580911052,True,False,False,True,True
RMMM8GE01A,580913152,True,False,False,True,False
RMMM8GF016,580910494,True,False,False,False,False
RMMM8GG012,580910931,True,True,False,True,True
RMMM8GH01T,580910949,True,True,False,True,True
RMMM8GJ013,580131566,True,False,False,True,False
RMMM8GJ013,580131556,True,False,False,False,True
RMMM8GJ013,580131550,True,False,False,False,False
RMMM8GK01V,580910938,True,False,False,True,True
RMMM8GM01E,580910453,True,False,False,True,False
RMMM8GN01A,580321463,True,True,False,True,True
RMMM8GP012,580321205,True,False,False,False,True
RMMM8GQ01T,580321606,True,True,False,True,True
RMMM8GR01N,580911034,True,False,False,True,True
RMMM8GS01V,580911039,True,True,False,True,True
RMMM8GT01P,580910370,True,False,False,True,True
RMMM8GU01E,580910512,True,False,False,True,True
RMMM8GU01E,580911228,True,False,False,True,True
RMMM8GV01A,580910513,True,False,False,True,False
RMMM8GV01A,580911101,True,False,False,False,True
RMMM8GW016,580910992,True,False,False,True,False
RMMM8GX012,580910930,True,False,False,True,True
RMMM8GX012,580910013,True,True,False,True,True
RMMM8GY01T,580913859,True,False,False,True,True
RMMM8GY01T,580910998,True,True,False,False,False
RMMM8GZ01N,580791277,True,False,False,False,False
RMPC016011,580911382,True,False,False,True,True
RMPC030006,580910678,True,False,False,True,True
RMPC030006,580911348,True,True,False,True,True
RMPC03201V,580911358,True,False,False,True,True
RMPC04000R,580911444,True,False,False,False,True
RMPC04000R,580911667,True,True,False,True,True
RMPC05000B,580911269,True,False,False,True,True
RMPC05000B,580911350,True,False,False,True,True
RMPC051018,581037607,True,False,False,True,True
RMPC06201P,580911355,True,True,False,True,True
RMPC06301E,580911381,True,True,False,True,True
RMPC06301E,580911327,True,True,False,True,True
RMPC06401A,580791448,True,False,False,True,True
RMPC06901D,580929631,True,True,False,True,True
RMPC07000L,580911352,True,True,False,True,True
RMPC080007,580911353,True,True,False,True,True
RMPC09000T,580911354,True,True,False,True,True
RMPC09000T,580911233,True,True,False,True,True
RMPC101014,580321583,True,True,False,True,True
RMPC10401G,581041402,True,False,False,False,True
RMPC10401G,581041347,True,False,False,False,True
RMPC11601T,580743402,True,True,False,True,True
RMPC12000C,580911357,True,False,False,False,False
RMPC14000N,580911199,True,True,False,True,False
RMPC14000N,580913271,True,True,False,True,True
RMPC150008,580911361,True,True,False,True,True
RMPC150008,580911362,True,False,False,True,False
RMPC17000D,580911365,True,False,False,True,True
RMPC180004,580911366,True,True,False,True,True
RMPC200004,580910390,True,False,False,False,True
RMPC200004,580911483,True,True,False,False,True
RMPC200004,580911367,True,True,False,True,True
RMPC21000P,580911368,True,True,False,True,True
RMPC220009,580911369,True,False,False,False,False
RMPC220009,580910357,True,False,False,False,True
RMPC220009,580911599,True,False,False,True,True
RMPC23000X,580911370,True,True,False,True,True
RMPC250005,580910939,True,True,False,True,True
RMPC26000Q,580031372,True,True,False,True,True
RMPC26000Q,580031373,True,False,False,False,False
RMPC26000Q,580031374,True,False,False,False,False
RMPC26000Q,580031375,True,False,False,False,False
RMPC27000A,580911376,True,True,False,True,True
RMPC280001,580910622,True,False,False,False,False
RMPC280001,580910958,True,True,False,True,True
RMPC29000G,580390194,True,False,False,False,False
RMPC29000G,580391589,True,False,False,True,True
RMPC29000G,580640000,True,True,False,True,False
RMPC29000G,580390730,True,True,False,True,True
RMPC31000G,580911378,True,False,False,True,True
RMPC320006,580911051,True,True,False,True,True
RMPC320006,580911379,True,True,False,True,True
RMPC320006,580911548,True,False,False,True,False
RMPC320006,580910944,True,False,False,True,True
RMPC39000C,580093596,True,True,False,True,True
RMPC39000C,580091668,True,False,False,False,False
RMPC40000T,580651523,True,True,False,True,True
RMPC40000T,580651530,True,False,False,False,False
RMPC41000C,580070862,True,True,False,False,True
RMPC41000C,580070856,True,False,False,False,False
RMPC41000C,580070861,True,False,False,False,False
RMPC420003,580911371,True,False,False,False,True
RMPC48000P,580911340,True,True,False,True,True
RMPM01301N,580911581,True,True,False,True,True
RMPM02601Q,580911383,True,True,False,True,True
RMPM02701G,580910397,True,False,False,True,True
RMPM040001,580910013,True,True,False,True,True
RMPM05101C,581037607,True,False,False,True,True
RMPM07000R,581041381,True,False,False,False,False
RMPM07000R,581041687,True,False,False,False,False
RMPM07000R,581041378,True,False,False,True,True
RMPM08000B,580913152,True,False,False,True,False
RMPM12000L,580911484,True,True,False,True,True
RMPM12000L,580910637,True,False,False,True,True
RMPM12000L,580913580,True,True,False,True,True
RMPM160003,580913756,True,False,False,True,True
RMPM160003,580910605,True,False,False,True,True
RMPM180008,580910360,True,True,False,True,True
RMPQ010009,580917639,True,False,False,False,False
RMPQ010009,580910377,True,True,False,True,True
RMPS010004,580911399,True,True,False,True,True
RMPS010004,580910677,True,False,False,True,False
RMPS010004,580911611,True,True,False,False,True
RMPS024013,580341424,True,False,False,True,True
RMPS02801A,580731433,True,True,False,True,True
RMPS030009,580911401,True,True,False,False,True
RMPS030009,580911706,True,True,False,True,True
RMPS032012,580910851,True,True,False,True,True
RMPS05000E,580911404,True,False,False,False,False
RMPS05000E,580913885,True,True,False,True,True
RMPS05000E,580911684,True,True,False,True,True
RMPS05101B,581037607,True,False,False,True,True
RMPS05701A,580291721,True,True,False,True,True
RMPS060005,580911405,True,True,False,True,True
RMPS06201T,580911355,True,True,False,True,True
RMPS06301N,580911381,True,True,False,True,True
RMPS06401D,580911639,True,False,False,True,True
RMPS06401D,580791448,True,False,False,True,True
RMPS06901L,580911147,True,True,False,True,True
RMPS073018,580911438,True,False,False,True,True
RMPS07701G,581141314,True,True,False,True,True
RMPS090001,580911591,True,True,False,True,True
RMPS090001,580913839,True,True,False,True,True
RMPS090001,580913637,True,True,False,True,True
RMPS090001,580910678,True,False,False,True,True
RMPS09101T,580913911,True,True,False,True,True
RMPS09201N,580911144,True,True,False,False,True
RMPS09301D,580681963,True,True,False,True,True
RMPS094019,580911400,True,True,False,True,True
RMPS09402A,580911670,True,True,False,True,True
RMPS10000A,580911683,True,True,False,False,False
RMPS10000A,580911409,True,False,False,True,True
RMPS10601A,580471719,True,True,False,True,True
RMPS108012,580911051,True,True,False,True,True
RMPS110001,580651410,True,True,False,False,True
RMPS11201N,580321043,True,False,False,False,False
RMPS11301D,580911403,True,True,False,True,True
RMPS114019,580911422,True,True,False,True,True
RMPS12000G,580913504,True,False,False,True,True
RMPS12000G,580911411,True,False,False,False,False
RMPS130006,580321583,True,True,False,True,True
RMPS130017,580971580,True,False,False,False,False
RMPS130017,580971579,True,True,False,True,True
RMPS160002,580071420,True,False,False,False,False
RMPS160002,580071416,True,False,False,True,True
RMPS160002,580070882,True,False,False,False,True
RMPS160002,580070883,True,False,False,True,True
RMPS160002,580071417,True,True,False,False,True
RMPS17000L,580911418,True,True,False,True,True
RMPS17000L,580911465,True,False,False,True,True
RMPS17000L,580911867,True,False,False,True,True
RMPS180007,580911419,True,False,False,True,True
RMPS180007,580910488,True,False,False,True,True
RMPS180007,580911595,True,False,False,True,True
RMPS19000T,580911815,True,False,False,False,False
RMPS19000T,580911420,True,False,False,True,True
RMPS19000T,580911814,True,False,False,True,True
RMPS200007,581041421,True,True,False,True,True
RMPS24000N,580910567,True,False,False,False,True
RMPS24000N,580911426,True,True,False,False,True
RMPS24000N,580911188,True,True,False,True,False
RMPS26000V,580910795,True,False,False,False,False
RMPS26000V,580911153,True,False,False,True,True
RMPS26000V,580910794,True,False,False,True,False
RMPS26000V,580911427,True,True,False,True,True
RMPS26000V,580910800,True,False,False,False,False
RMPS27000D,580911429,True,True,False,True,True
RMPS280004,580911431,True,False,False,False,True
RMPS280004,580910939,True,True,False,True,True
RMPS280004,580911430,True,False,False,False,False
RMPS29000P,581180838,True,True,False,True,True
RMPS31000P,580461177,True,False,False,False,False
RMPS31000P,580461434,True,True,False,True,True
RMPS320009,581110624,True,False,False,False,False
RMPS33000X,580131591,True,True,False,True,True
RMPS330022,580050664,True,False,False,True,True
RMPS37000A,580911439,True,True,False,True,True
RMPS37000A,580911866,True,False,False,True,True
RMPS39000G,580431450,True,False,False,False,False
RMPS39000G,580431106,True,False,False,True,False
RMPS39000G,580431441,True,False,False,False,True
RMPS420006,580910622,True,False,False,False,False
RMPS420006,580910958,True,True,False,True,True
RMPS44000B,580911445,True,True,False,True,True
RMPS44000B,580913445,True,True,False,True,True
RMPS450002,580910932,True,True,False,True,True
RMPS46000L,580911446,True,True,False,True,True
RMPS46000L,580911447,True,True,False,True,True
RMPS48000T,580911040,True,False,False,True,True
RMPS49000C,580911451,True,True,False,True,True
RMPS49000C,580911450,True,True,False,True,True
RMPS49000C,580911639,True,False,False,True,True
RMPS50000T,580913476,True,True,False,True,True
RMPS50000T,580911453,True,True,False,True,True
RMPS520003,580911707,True,True,False,True,True
RMPS53000N,581161456,True,False,False,False,False
RMPS53000N,581161335,True,True,False,True,True
RMPS53000N,581161338,True,False,False,False,True
RMPS65000Q,580911641,True,False,False,False,False
RMPS65000Q,580911454,True,True,False,True,True
RMRA06101G,580910897,True,False,False,False,False
RMRA06101G,580911457,True,False,False,False,True
RMRA06101G,580910895,True,False,False,True,True
RMRC013015,580911581,True,True,False,True,True
RMRC01351E,580911581,True,True,False,True,True
RMRC02301Q,580913716,True,True,False,True,True
RMRC03000T,580391462,True,True,False,True,True
RMRC03101P,581201089,True,True,False,True,True
RMRC03201E,580911469,True,True,False,True,True
RMRC03301A,580911481,True,False,False,True,True
RMRC03601T,580911473,True,True,False,True,True
RMRC05201Q,581111278,True,False,False,True,False
RMRC05701V,580291721,True,True,False,True,True
RMRC05701V,580291487,True,False,False,False,False
RMRC05701V,580293528,True,False,False,False,False
RMRC07901Q,580913154,True,False,False,True,True
RMRC08701P,580651258,True,True,False,False,True
RMRC087514,580651258,True,True,False,False,True
RMRC093012,580820544,True,False,False,True,True
RMRC10201G,580911490,True,False,False,True,True
RMRC10301B,580913463,True,True,False,True,True
RMRC10301B,580911485,True,True,False,True,True
RMRC11101A,580911477,True,False,False,False,True
RMRC11101A,580911476,True,False,False,False,True
RMRC11101A,580911475,True,True,False,False,True
RMRC11101A,580911042,True,False,False,True,True
RMRC118015,580911466,True,True,False,True,True
RMRC118015,580910321,True,True,False,True,True
RMRC32000T,580071460,True,False,False,True,True
RMRC32000T,580071463,True,False,False,False,False
RMRC32001V,580721489,True,False,False,True,True
RMRC320507,580071460,True,False,False,True,True
RMRF02701R,580910041,True,False,False,True,True
RMRF03601G,580911499,True,True,False,True,True
RMRF103015,580911496,True,False,False,True,True
RMRF103015,580911603,True,True,False,True,True
RMRF11301Q,580910412,True,False,False,True,True
RMRF113515,580910412,True,False,False,True,True
RMRH00401G,580263405,True,False,False,False,False
RMRH00401G,580261282,True,True,False,False,True
RMRH00401G,580263527,True,False,False,True,False
RMRH00450X,580261282,True,True,False,False,True
RMRH01000T,580911506,True,True,False,True,True
RMRH01000T,580911857,True,False,False,False,False
RMRH01000T,580911858,True,False,False,False,False
RMRH01000T,580911859,True,False,False,True,False
RMRH01000T,580911647,True,False,False,False,False
RMRH01000T,580911501,True,False,False,True,True
RMRH01000T,580911610,True,False,False,False,False
RMRH010507,580911501,True,False,False,True,True
RMRH02000C,580911507,True,False,False,True,True
RMRH02000C,580913808,True,False,False,False,True
RMRH02000C,580911505,True,False,False,False,True
RMRH030003,580073724,True,False,False,False,False
RMRH030003,580073723,True,True,False,False,True
RMRH030003,580073725,True,False,False,False,False
RMRH030003,580070886,True,False,False,False,False
RMRH03101X,581201551,True,True,False,True,True
RMRH04000N,580911700,True,False,False,True,True
RMRH04601N,580321647,True,True,False,True,True
RMRH04601N,580321617,True,False,False,True,True
RMRH04601N,580321633,True,True,False,True,True
RMRH046502,580321633,True,True,False,True,True
RMRH06000V,581111290,True,False,False,False,False
RMRH06000V,581111283,True,False,False,True,True
RMRH06101Q,580910899,True,True,False,True,True
RMRH07000D,580911498,True,True,False,False,True
RMRH080004,580751617,True,True,False,True,True
RMRH080004,580751630,True,True,False,True,True
RMRH080004,580751645,True,False,False,True,False
RMRI02301C,580911536,True,True,False,True,True
RMRI02350R,580911536,True,True,False,True,True
RMRI033013,580911522,True,True,False,True,True
RMRI03601E,580911518,True,True,False,True,True
RMRI03601E,580910337,True,True,False,True,True
RMRI039012,580911684,True,True,False,True,True
RMRI05000Q,580911516,True,False,False,False,False
RMRI05000Q,580911514,True,False,False,False,False
RMRI05000Q,580911513,True,True,False,True,True
RMRI05000Q,580911517,True,True,False,False,True
RMRI05000Q,580911515,True,False,False,False,False
RMRI053018,580433297,True,False,False,False,False
RMRI07701R,581140914,True,False,False,False,True
RMRI07901C,580911523,True,True,False,True,True
RMRI07901C,580911525,True,False,False,False,False
RMRI07951T,580911523,True,True,False,True,True
RMRI08000G,581041709,True,True,False,True,True
RMRI08000G,581041710,True,False,False,False,False
RMRI08001L,580471540,True,False,False,False,False
RMRI08001L,580471539,True,False,False,False,False
RMRI08001L,580471542,True,False,False,True,True
RMRI08001L,580471538,True,False,False,False,True
RMRI08001L,580471520,True,False,False,False,True
RMRI080512,580471538,True,False,False,False,True
RMRI080512,580471542,True,False,False,True,True
RMRI080512,580471539,True,False,False,False,False
RMRI080512,580471540,True,False,False,False,False
RMRI080512,580471520,True,False,False,False,True
RMRI088017,580793828,True,False,False,False,True
RMRI09901N,580341239,True,False,False,False,False
RMRI09901N,580341241,True,False,False,False,False
RMRI09901N,580341240,True,False,False,False,False
RMRI09901N,580341238,True,True,True,True,True
RMRI117012,580911579,True,False,False,False,False
RMRI117012,580913543,True,True,False,True,True
RMRI117012,580913179,True,False,False,False,True
RMRI117012,580911512,True,False,False,True,True
RMRI11750A,580911512,True,False,False,True,True
RMRS092019,580911144,True,True,False,False,True
RMRV089015,580911537,True,False,False,True,True
RMRV089015,580911792,True,False,False,False,False
RMRV089015,580911791,True,False,False,True,True
RMRV08951E,580911537,True,False,False,True,True
RMRV08951E,580911794,True,False,False,False,False
RMRV08951E,580911791,True,False,False,True,True
RMSD05201N,581111547,True,False,False,False,True
RMSD06000G,580915762,True,False,False,False,False
RMSD06000G,580911545,True,False,False,False,False
RMSD09601B,580571543,True,False,False,True,True
RMSD09602C,581181389,True,False,False,True,False
RMSD09602C,581181392,True,False,False,False,True
RMSD10000R,580913752,True,False,False,True,True
RMSD10000R,580911549,True,True,False,True,True
RMSD10102P,580321583,True,True,False,True,True
RMSD104015,581044936,False,False,False,True,False
RMSD104015,581043156,True,False,False,True,True
RMSD11000B,580791544,True,False,False,True,True
RMSD11001C,580071538,True,False,False,True,True
RMSL023014,580911536,True,True,False,True,True
RMSL04000R,580911556,True,True,False,True,True
RMSL04000R,580910404,True,False,False,False,False
RMSL04801C,580050664,True,False,False,True,True
RMSL07000L,580911528,True,False,False,False,False
RMSL07000L,580911510,True,False,False,False,True
RMSL07000L,580911558,True,False,False,False,True
RMSL07000L,580911553,True,True,False,True,True
RMSL07000L,580913119,True,False,False,False,False
RMSL087013,580651258,True,True,False,False,True
RMSL08901P,580911791,True,False,False,True,True
RMSL08901P,580911793,True,False,False,False,False
RMSL08901P,580911537,True,False,False,True,True
RMSL09701N,580913772,True,False,False,True,True
RMSL09701N,580911020,True,False,False,False,True
RMSL09701N,580913702,True,False,False,False,True
RMTA05201L,581111568,True,True,False,True,True
RMTA052501,581111568,True,True,False,True,True
RMTA06000E,580911562,True,True,False,True,False
RMTA06001G,581001285,True,False,False,True,True
RMTA070005,580910707,True,False,False,True,False
RMTA070005,580910708,True,False,False,True,False
RMTA070005,580910709,True,False,False,False,False
RMTA070005,580911560,True,False,False,False,True
RMTA070005,580913200,True,True,False,False,True
RMTA070005,580910706,True,False,False,False,True
RMTA07201T,581201545,True,True,False,True,True
RMTB107013,580911564,True,False,False,True,True
RMTD008011,580913589,True,False,False,False,True
RMTD008011,580911602,True,False,False,True,True
RMTD00851A,580913589,True,False,False,False,True
RMTD00851A,580911602,True,False,False,True,True
RMTD00901R,580910932,True,True,False,True,True
RMTD01301C,580911581,True,True,False,True,True
RMTD01351T,580911581,True,True,False,True,True
RMTD030005,580911566,True,True,False,False,True
RMTD030005,580911533,True,True,False,True,True
RMTD031012,581205873,True,True,False,True,True
RMTD03201T,580911565,True,True,False,False,True
RMTD03901L,580911684,True,True,False,True,True
RMTD04601Q,580321344,True,True,False,True,True
RMTD04801B,580131598,True,True,False,True,True
RMTD04850Q,580131598,True,True,False,True,True
RMTD049017,580651468,False,False,False,True,False
RMTD049017,580651467,True,True,False,False,True
RMTD051017,581031576,True,True,False,True,True
RMTD05151L,581031576,True,True,False,True,True
RMTD052013,581111567,True,True,False,False,True
RMTD05301V,580433868,True,True,False,True,True
RMTD057016,580291720,True,True,False,False,True
RMTD05901T,581163641,True,True,False,False,True
RMTD07000G,581041570,True,True,False,True,True
RMTD07000G,581041724,False,False,False,True,False
RMTD070501,581041570,True,True,False,True,True
RMTD07101C,580791727,True,False,False,True,True
RMTD081013,580911580,True,True,False,True,True
RMTD08151C,580911580,True,True,False,True,True
RMTD08401E,580911612,True,True,False,True,True
RMTD08451X,580911612,True,True,False,True,True
RMTD087012,581221529,True,False,False,True,True
RMTD093019,580821603,True,True,False,True,True
RMTD09351P,580821603,True,True,False,True,True
RMTD09602T,581181390,True,False,False,False,False
RMTD099018,581021614,True,True,False,True,True
RMTD099029,581103147,True,True,False,False,True
RMTD10201V,580911620,True,True,False,True,True
RMTD10301P,580913839,True,True,False,True,True
RMTD106016,580471414,True,True,False,False,True
RMTD106016,580471359,True,False,False,False,False
RMTD10801T,580911051,True,True,False,True,True
RMTD11101N,580911616,True,True,False,True,True
RMTD113019,580911303,True,True,False,True,True
RMTD113019,580913196,True,True,False,True,True
RMTD114015,580911599,True,False,False,True,True
RMTD11601R,580741585,True,False,False,False,True
RMTD11801C,580910321,True,True,False,True,True
RMTD19000N,580390730,True,True,False,True,True
RMTD19000N,580391588,True,True,False,True,True
RMTD38000R,580913409,True,True,False,False,False
RMTD38000R,580911613,True,True,False,True,True
RMTD48000N,580721624,True,True,False,True,True
RMTD640001,580911408,True,False,False,True,True
RMTD64050A,580911408,True,False,False,True,True
RMTD65000G,580911255,True,True,False,False,False
RMTD65000G,580913830,True,True,False,True,True
RMTD650501,580911255,True,True,False,False,False
RMTE02701T,580913516,True,False,False,False,False
RMTE091015,580913911,True,True,False,True,True
RMTF009013,580913522,True,False,False,False,False
RMTF010006,581041663,True,True,False,True,True
RMTF010028,580471549,True,True,False,True,True
RMTF02000R,580911638,True,True,False,True,True
RMTF020506,580911638,True,True,False,True,True
RMTF02202E,580911679,True,True,False,True,True
RMTF02202E,580911257,False,False,False,True,False
RMTF02801C,580420641,True,False,False,True,False
RMTF03301X,580911522,True,True,False,True,True
RMTF040002,580910589,True,False,False,True,True
RMTF04050B,580910589,True,False,False,True,True
RMTF04901D,580651465,True,True,False,True,True
RMTF05101D,581031576,True,True,False,True,True
RMTF053015,580433868,True,True,False,True,True
RMTF07101P,580790630,True,True,False,True,True
RMTF081019,580910694,True,False,False,False,False
RMTF081019,580910688,True,True,False,True,False
RMTF081019,580910696,True,False,False,False,False
RMTF081019,580910697,True,False,False,False,False
RMTF081019,580910691,True,False,False,False,False
RMTF081019,580910698,True,False,False,False,False
RMTF081019,580911661,True,False,False,False,True
RMTF081019,580910689,True,True,False,False,False
RMTF081019,580910690,True,False,False,False,False
RMTF081019,580910693,True,False,False,False,False
RMTF081019,580910692,True,False,False,True,False
RMTF081019,580910699,True,False,False,False,False
RMTF081019,580910695,True,False,False,False,False
RMTF08401R,580911574,True,True,False,False,True
RMTF088014,580793828,True,False,False,False,True
RMTF090003,580911432,True,True,False,True,False
RMTF090003,580911651,True,True,False,True,True
RMTF09050C,580911651,True,True,False,True,True
RMTF09401B,580911670,True,True,False,True,True
RMTF09401B,580911192,True,False,False,True,False
RMTF10000C,580910786,True,True,False,True,False
RMTF108014,580911379,True,True,False,True,True
RMTF10901X,580911672,True,True,False,True,True
RMTF109519,580911672,True,True,False,True,True
RMTF110003,580911655,True,True,False,True,True
RMTF11201Q,580321042,True,True,False,True,True
RMTF11201Q,580321044,True,False,False,True,False
RMTF11201Q,580321656,True,False,False,False,True
RMTF11201Q,580321043,True,False,False,False,False
RMTF11401B,580911415,True,True,False,True,True
RMTF15000D,580341194,True,True,False,False,False
RMTF15000D,580341190,True,True,False,True,True
RMTF15000D,580341191,False,False,False,True,False
RMTF15000D,580341659,True,False,False,False,True
RMTF15050V,580341659,True,False,False,False,True
RMTF180009,580391116,True,False,False,False,False
RMTF180009,580391663,True,False,False,True,True
RMTF180009,580391115,True,False,False,False,False
RMTF18050P,580391663,True,False,False,True,True
RMTF19000X,580721665,True,True,False,True,True
RMTF190509,580721665,True,True,False,True,True
RMTF200009,581111666,True,False,False,True,True
RMTF260001,580911674,True,False,False,False,True
RMTF260001,580911675,True,False,False,True,False
RMTF260001,580911673,True,True,False,True,True
RMTF330002,580911677,True,False,False,False,True
RMTF350007,580911712,False,False,False,True,False
RMTF350007,580911662,True,True,False,False,True
RMTF35050L,580911662,True,True,False,False,True
RMTH10701Q,580911680,True,True,False,True,True
RMTL00801B,580913589,True,False,False,False,True
RMTL00801B,580911602,True,False,False,True,True
RMTL032018,580911469,True,True,False,True,True
RMTL03401X,580911594,True,False,False,False,True
RMTL034519,580911594,True,False,False,False,True
RMTL039013,580911684,True,True,False,True,True
RMTL03951C,580911684,True,True,False,True,True
RMTL05201D,581111561,True,False,False,True,True
RMTN01000T,580911687,True,True,False,True,True
RMTN01000T,580911428,True,True,False,True,True
RMTN010507,580911627,True,False,False,False,False
RMTN02000C,580911688,True,True,False,True,True
RMTN02050T,580911688,True,True,False,True,True
RMTN04601N,580321633,True,True,False,True,True
RMTN05301R,580030947,True,True,False,False,True
RMTN073012,580911438,True,False,False,True,True
RMTN07351B,580911438,True,False,False,True,True
RMVC010008,580910958,True,True,False,True,True
RMVC010008,580911443,True,False,False,False,False
RMVC02000V,581040899,True,False,False,False,False
RMVC03000D,580910709,True,False,False,False,False
RMVC060009,580911834,True,False,False,False,False
RMVC060009,580911837,True,False,False,False,False
RMVC060009,580911833,False,False,False,True,False
RMVC060009,580911835,True,False,False,False,False
RMVC060009,580913186,True,False,False,False,False
RMVC060009,580911836,True,False,False,False,False
RMVC060009,580911535,True,False,False,False,True
RNAA01501D,990140289,True,False,False,False,False
RNAA01502E,990140093,True,False,False,False,False
RNAA01503G,990141030,True,False,False,False,False
RNAA016019,990180108,True,False,False,False,True
RNAA01602A,990180109,True,False,False,False,False
RNAA01603B,990180110,True,False,False,False,False
RNAA01604C,990180011,True,False,False,False,True
RNAA018011,990180128,True,False,False,False,False
RNAA018022,990280129,True,False,True,False,False
RNAA018033,990180131,True,False,False,False,False
RNAA018044,990280333,True,False,True,False,False
RNAA80101E,990170078,True,False,False,False,False
RNAA80102G,990170077,True,False,False,False,False
RNAA80103L,990170079,True,False,False,False,False
RNAA80104N,990170002,True,False,True,False,True
RNAA80201A,990060403,True,False,True,True,True
RNAA80202B,990090073,True,False,True,False,True
RNAA80203C,990150074,True,False,True,False,False
RNAA803016,990200743,True,False,False,False,False
RNAA803027,990200126,True,False,False,False,True
RNAA803038,990280125,True,False,True,True,False
RNAA804023,990020022,True,False,False,False,False
RNAA804034,990020449,True,False,False,False,False
RNAA80501T,990140284,True,False,False,False,False
RNAA80502V,990140090,True,False,False,False,False
RNAA80601N,990140731,True,False,False,False,False
